Book_ID,Title,Author,Rating,Ratings_Count,Year,Image_URL
19501,"Eat, Pray, Love",Elizabeth Gilbert,3.51,1181647,2006,https://images.gr-assets.com/books/1503066414m/19501.jpg
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.23,1366265,2005,https://images.gr-assets.com/books/1400602609m/28187.jpg
1934,"Little Women (Little Women, #1)",Louisa May Alcott,4.04,1257121,1868,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10210,Jane Eyre,"Charlotte Brontë, Michael Mason",4.1,1198557,1847,https://images.gr-assets.com/books/1327867269m/10210.jpg
15931,"The Notebook (The Notebook, #1)",Nicholas Sparks,4.06,1053403,1996,https://images.gr-assets.com/books/1385738917m/15931.jpg
4214,Life of Pi,Yann Martel,3.88,1003228,2001,https://images.gr-assets.com/books/1320562005m/4214.jpg
43641,Water for Elephants,Sara Gruen,4.07,1068146,2006,https://images.gr-assets.com/books/1494428973m/43641.jpg
19063,The Book Thief,Markus Zusak,4.36,1159741,2005,https://images.gr-assets.com/books/1390053681m/19063.jpg
4381,Fahrenheit 451,Ray Bradbury,3.97,570498,1953,https://images.gr-assets.com/books/1351643740m/4381.jpg
49041,"New Moon (Twilight, #2)",Stephenie Meyer,3.52,1149630,2006,https://images.gr-assets.com/books/1361039440m/49041.jpg
30119,Where the Sidewalk Ends,Shel Silverstein,4.29,1016888,1974,https://images.gr-assets.com/books/1168052448m/30119.jpg
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.12,1154031,2007,https://images.gr-assets.com/books/1432730315m/256683.jpg
428263,"Eclipse (Twilight, #3)",Stephenie Meyer,3.69,1134511,2007,https://images.gr-assets.com/books/1361038355m/428263.jpg
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,3.86,1104021,2002,https://images.gr-assets.com/books/1366212852m/113436.jpg
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,4.2,936782,1979,https://images.gr-assets.com/books/1327656754m/11.jpg
5129,Brave New World,Aldous Huxley,3.97,1022601,1932,https://images.gr-assets.com/books/1487389574m/5129.jpg
1162543,"Breaking Dawn (Twilight, #4)",Stephenie Meyer,3.7,1070245,2008,https://images.gr-assets.com/books/1361039438m/1162543.jpg
37435,The Secret Life of Bees,Sue Monk Kidd,4.01,916189,2001,https://images.gr-assets.com/books/1473454532m/37435.jpg
2956,The Adventures of Huckleberry Finn,"Mark Twain, John Seelye, Guy Cardwell",3.8,953758,1884,https://images.gr-assets.com/books/1405973850m/2956.jpg
24178,Charlotte's Web,"E.B. White, Garth Williams, Rosemary Wells",4.15,1064521,1952,https://images.gr-assets.com/books/1439632243m/24178.jpg
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.85,867553,2003,https://images.gr-assets.com/books/1479863624m/1618.jpg
22557272,The Girl on the Train,Paula Hawkins,3.88,1008778,2015,https://images.gr-assets.com/books/1490903702m/22557272.jpg
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,3.94,953970,1995,https://images.gr-assets.com/books/1451271747m/119322.jpg
6185,Wuthering Heights,"Emily Brontë, Richard J. Dunn",3.82,899195,1847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10917,My Sister's Keeper,Jodi Picoult,4.06,863879,2004,https://images.gr-assets.com/books/1369504683m/10917.jpg
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.06,846488,1969,https://images.gr-assets.com/books/1440319389m/4981.jpg
18405,Gone with the Wind,Margaret Mitchell,4.28,873981,1936,https://images.gr-assets.com/books/1328025229m/18405.jpg
128029,A Thousand Splendid Suns,Khaled Hosseini,4.34,818742,2007,https://images.gr-assets.com/books/1345958969m/128029.jpg
22628,The Perks of Being a Wallflower,Stephen Chbosky,4.21,888806,1999,https://images.gr-assets.com/books/1167352178m/22628.jpg
11735983,"Insurgent (Divergent, #2)",Veronica Roth,4.07,836362,2012,https://images.gr-assets.com/books/1325667729m/11735983.jpg
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,4.3,813439,1985,https://images.gr-assets.com/books/1408303130m/375802.jpg
18490,Frankenstein,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",3.75,808589,1818,https://images.gr-assets.com/books/1381512375m/18490.jpg
11588,The Shining (The Shining #1),Stephen King,4.17,791850,1977,https://images.gr-assets.com/books/1353277730m/11588.jpg
1656001,"The Host (The Host, #1)",Stephenie Meyer,3.84,749780,2008,https://images.gr-assets.com/books/1318009171m/1656001.jpg
99561,Looking for Alaska,John Green,4.09,783470,2005,https://images.gr-assets.com/books/1394798630m/99561.jpg
227443,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,3.75,736498,1996,https://images.gr-assets.com/books/1292060045m/227443.jpg
14935,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",4.06,738894,1811,https://images.gr-assets.com/books/1397245675m/14935.jpg
38709,"Holes (Holes, #1)","Louis Sachar, Louis Sachar",3.93,747445,1998,https://images.gr-assets.com/books/1327781893m/38709.jpg
5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.7,665930,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1381,The Odyssey,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",3.73,670326,-720,https://images.gr-assets.com/books/1390173285m/1381.jpg
157993,The Little Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",4.28,738757,1946,https://images.gr-assets.com/books/1367545443m/157993.jpg
7445,The Glass Castle,Jeannette Walls,4.24,621099,2005,https://images.gr-assets.com/books/1400930557m/7445.jpg
1845,Into the Wild,Jon Krakauer,3.94,647684,1996,https://images.gr-assets.com/books/1403173986m/1845.jpg
1953,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",3.81,637412,1859,https://images.gr-assets.com/books/1344922523m/1953.jpg
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,3.96,447833,1990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
370493,The Giving Tree,Shel Silverstein,4.38,702332,1964,https://images.gr-assets.com/books/1174210942m/370493.jpg
32542,A Time to Kill,John Grisham,4.03,597775,1989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1617,Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",4.3,691231,1958,https://images.gr-assets.com/books/1473495285m/1617.jpg
6442769,Paper Towns,John Green,3.88,461311,2008,https://images.gr-assets.com/books/1349013610m/6442769.jpg
21787,The Princess Bride ,William Goldman,4.25,628637,1973,https://images.gr-assets.com/books/1327903636m/21787.jpg
231804,The Outsiders,S.E. Hinton,4.06,659248,1967,https://images.gr-assets.com/books/1442129426m/231804.jpg
6186357,"The Maze Runner (Maze Runner, #1)",James Dashner,4.02,719925,2009,https://images.gr-assets.com/books/1375596592m/6186357.jpg
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner",3.93,524191,2005,https://images.gr-assets.com/books/1327909092m/1202.jpg
2998,The Secret Garden,Frances Hodgson Burnett,4.12,639357,1911,https://images.gr-assets.com/books/1327873635m/2998.jpg
320,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",4.04,490565,1967,https://images.gr-assets.com/books/1327881361m/320.jpg
5297,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",4.06,590014,1891,https://images.gr-assets.com/books/1424596966m/5297.jpg
13536860,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,3.88,387290,2012,https://images.gr-assets.com/books/1336418837m/13536860.jpg
17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",3.98,618973,1897,https://images.gr-assets.com/books/1387151694m/17245.jpg
5060378,"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",4.22,563994,2006,https://images.gr-assets.com/books/1351778881m/5060378.jpg
11857408,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,3.87,552059,2011,https://images.gr-assets.com/books/1358266080m/11857408.jpg
7244,The Poisonwood Bible,Barbara Kingsolver,4.02,546502,1998,https://images.gr-assets.com/books/1412242487m/7244.jpg
4137,Me Talk Pretty One Day,David Sedaris,3.97,495736,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19543,Where the Wild Things Are,Maurice Sendak,4.22,620618,1963,https://images.gr-assets.com/books/1384434560m/19543.jpg
7126,The Count of Monte Cristo,"Alexandre Dumas, Robin Buss",4.21,555822,1844,https://images.gr-assets.com/books/1309203605m/7126.jpg
6288,The Road,Cormac McCarthy,3.95,504793,2006,https://images.gr-assets.com/books/1439197219m/6288.jpg
18710190,"Allegiant (Divergent, #3)",Veronica Roth,3.63,463257,2013,https://images.gr-assets.com/books/1395582745m/18710190.jpg
9418327,Bossypants,Tina Fey,3.94,506250,2011,https://images.gr-assets.com/books/1481509554m/9418327.jpg
3473,A Walk to Remember,Nicholas Sparks,4.15,546948,1999,https://images.gr-assets.com/books/1385738968m/3473.jpg
9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.61,543658,2000,https://images.gr-assets.com/books/1327872404m/9416.jpg
24280,Les Misérables,"Victor Hugo, Lee Fahnestock, Norman MacAfee",4.14,513407,1862,https://images.gr-assets.com/books/1411852091m/24280.jpg
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.4,523303,1998,https://images.gr-assets.com/books/1358254974m/10572.jpg
10441,The Memory Keeper's Daughter,Kim Edwards,3.64,501430,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15507958,"Me Before You (Me Before You, #1)",Jojo Moyes,4.27,587647,2012,https://images.gr-assets.com/books/1357108762m/15507958.jpg
168668,Catch-22,Joseph Heller,3.98,563265,1961,https://images.gr-assets.com/books/1463157317m/168668.jpg
6900,Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",4.06,556518,1997,https://images.gr-assets.com/books/1423763749m/6900.jpg
2187,Middlesex,Jeffrey Eugenides,3.98,488243,2002,https://images.gr-assets.com/books/1437029776m/2187.jpg
24583,The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell, John Seelye",3.89,555359,1876,https://images.gr-assets.com/books/1404811979m/24583.jpg
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,4.04,615907,1962,https://images.gr-assets.com/books/1329061522m/18131.jpg
7763,The Joy Luck Club,Amy Tan,3.9,515090,1989,https://images.gr-assets.com/books/1304978653m/7763.jpg
38447,The Handmaid's Tale,Margaret Atwood,4.06,607889,1985,https://images.gr-assets.com/books/1498057733m/38447.jpg
452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.75,525706,2001,https://images.gr-assets.com/books/1461611233m/452306.jpg
7604,Lolita,"Vladimir Nabokov, Craig Raine",3.88,469836,1955,https://images.gr-assets.com/books/1377756377m/7604.jpg
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",3.52,506900,1995,https://images.gr-assets.com/books/1437733293m/37442.jpg
5358,"The Firm (Penguin Readers, Level 5)",John Grisham,3.99,488269,1991,https://images.gr-assets.com/books/1418465200m/5358.jpg
7937843,Room,Emma Donoghue,4.03,511360,2010,https://images.gr-assets.com/books/1344265419m/7937843.jpg
1420,Hamlet,"William Shakespeare, Richard Andrews, Rex Gibson",4.0,515820,1600,https://images.gr-assets.com/books/1351051208m/1420.jpg
234225,Dune (Dune Chronicles #1),Frank Herbert,4.19,485032,1965,https://images.gr-assets.com/books/1434908555m/234225.jpg
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.92,490504,2000,https://images.gr-assets.com/books/1473396980m/2612.jpg
11084145,Steve Jobs,Walter Isaacson,4.09,560715,2011,https://images.gr-assets.com/books/1327861368m/11084145.jpg
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,4.18,491642,1962,https://images.gr-assets.com/books/1485308778m/332613.jpg
2165,The Old Man and the Sea,Ernest Hemingway,3.73,520630,1952,https://images.gr-assets.com/books/1329189714m/2165.jpg
4395,The Grapes of Wrath,John Steinbeck,3.92,322321,1939,https://images.gr-assets.com/books/1352912927m/4395.jpg
3431,The Five People You Meet in Heaven,Mitch Albom,3.9,449501,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,4.23,502247,1908,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.34,593173,2009,https://images.gr-assets.com/books/1369452339m/3777732.jpg
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,469022,2000,https://images.gr-assets.com/books/1497931121m/62291.jpg
137791,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.79,465676,1996,https://images.gr-assets.com/books/1408313524m/137791.jpg
10964,"Outlander (Outlander, #1)",Diana Gabaldon,4.2,515547,1991,https://images.gr-assets.com/books/1402600310m/10964.jpg
12296,The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",3.37,509883,1850,https://images.gr-assets.com/books/1404810944m/12296.jpg
9460487,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,3.89,613674,2011,https://images.gr-assets.com/books/1472782916m/9460487.jpg
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","Stieg Larsson, Reg Keeland",4.2,443951,2007,https://images.gr-assets.com/books/1327708260m/6892870.jpg
18007564,The Martian,Andy Weir,4.39,423344,2012,https://images.gr-assets.com/books/1413706054m/18007564.jpg
5043,"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,4.29,462517,1989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18143977,All the Light We Cannot See,Anthony Doerr,4.31,470001,2014,https://images.gr-assets.com/books/1451445646m/18143977.jpg
8664353,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.4,487775,2010,https://images.gr-assets.com/books/1327861115m/8664353.jpg
976,Deception Point,Dan Brown,3.67,455610,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17333223,The Goldfinch,Donna Tartt,3.87,396756,2013,https://images.gr-assets.com/books/1451554970m/17333223.jpg
1217100,Thirteen Reasons Why,Jay Asher,4.02,463783,2007,https://images.gr-assets.com/books/1333822506m/1217100.jpg
2865,Girl with a Pearl Earring,Tracy Chevalier,3.85,467577,1999,https://images.gr-assets.com/books/1327197580m/2865.jpg
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,3.96,503527,2009,https://images.gr-assets.com/books/1347462970m/4374400.jpg
4989,The Red Tent,Anita Diamant,4.16,424981,1997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.23,514932,2006,https://images.gr-assets.com/books/1400602661m/28186.jpg
5526,Dear John,Nicholas Sparks,4.01,441062,2006,https://images.gr-assets.com/books/1397749854m/5526.jpg
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.21,541117,2008,https://images.gr-assets.com/books/1432730356m/1582996.jpg
8852,Macbeth,William Shakespeare,3.88,496018,1606,https://images.gr-assets.com/books/1459795224m/8852.jpg
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,4.42,480446,1954,https://images.gr-assets.com/books/1298415523m/15241.jpg
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.83,403601,2004,https://images.gr-assets.com/books/1305063535m/42156.jpg
23772,Green Eggs and Ham,"Dr. Seuss, לאה נאור",4.29,457475,1960,https://images.gr-assets.com/books/1468680100m/23772.jpg
6310,"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",4.1,453959,1964,https://images.gr-assets.com/books/1309211401m/6310.jpg
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.39,508214,2008,https://images.gr-assets.com/books/1443142158m/2120932.jpg
2623,Great Expectations,Charles Dickens,3.75,459247,1860,https://images.gr-assets.com/books/1327920219m/2623.jpg
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.51,463959,1955,https://images.gr-assets.com/books/1389977161m/18512.jpg
49552,The Stranger,"Albert Camus, Matthew    Ward",3.96,420600,1942,https://images.gr-assets.com/books/1349927872m/49552.jpg
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.35,271576,2010,https://images.gr-assets.com/books/1464201003m/7736182.jpg
15745753,Eleanor & Park,Rainbow Rowell,4.11,514312,2013,https://images.gr-assets.com/books/1341952742m/15745753.jpg
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.1,428186,2005,https://images.gr-assets.com/books/1429538615m/13497.jpg
7735333,"Matched (Matched, #1)",Ally Condie,3.68,511815,2010,https://images.gr-assets.com/books/1367706191m/7735333.jpg
4407,"American Gods (American Gods, #1)",Neil Gaiman,4.11,378019,2001,https://images.gr-assets.com/books/1258417001m/4407.jpg
149267,The Stand,"Stephen King, Bernie Wrightson",4.34,438832,1978,https://images.gr-assets.com/books/1213131305m/149267.jpg
6400090,The Last Song,Nicholas Sparks,4.14,424637,2008,https://images.gr-assets.com/books/1286549186m/6400090.jpg
11125,Digital Fortress,Dan Brown,3.6,423019,1998,https://images.gr-assets.com/books/1360095966m/11125.jpg
6969,Emma,"Jane Austen, Fiona Stafford",3.99,459826,1815,https://images.gr-assets.com/books/1373627931m/6969.jpg
15823480,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",4.02,297472,1877,https://images.gr-assets.com/books/1352422904m/15823480.jpg
227463,A Clockwork Orange,Anthony Burgess,3.98,431195,1962,https://images.gr-assets.com/books/1348339306m/227463.jpg
1812457,The Shack,William Paul Young,3.74,419539,2007,https://images.gr-assets.com/books/1344270232m/1812457.jpg
4502507,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.5,397500,2009,https://images.gr-assets.com/books/1327924597m/4502507.jpg
18342,It,Stephen King,4.18,292592,1986,https://images.gr-assets.com/books/1309376909m/18342.jpg
7144,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",4.18,380903,1866,https://images.gr-assets.com/books/1382846449m/7144.jpg
6514,The Bell Jar,Sylvia Plath,3.98,401605,1963,https://images.gr-assets.com/books/1473890514m/6514.jpg
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,4.07,392103,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
52036,Siddhartha,"Hermann Hesse, Hilda Rosner",3.99,372099,1922,https://images.gr-assets.com/books/1428715580m/52036.jpg
168642,In Cold Blood,Truman Capote,4.05,381652,1965,https://images.gr-assets.com/books/1424931136m/168642.jpg
6304335,"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl",3.76,436093,2009,https://images.gr-assets.com/books/1327873282m/6304335.jpg
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.33,490890,2010,https://images.gr-assets.com/books/1454962884m/7171637.jpg
39988,Matilda,"Roald Dahl, Quentin Blake",4.29,440743,1988,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9361589,The Night Circus,Erin Morgenstern,4.03,429543,2011,https://images.gr-assets.com/books/1387124618m/9361589.jpg
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.04,381080,2001,https://images.gr-assets.com/books/1355932638m/37470.jpg
24770,"Uglies (Uglies, #1)",Scott Westerfeld,3.86,449073,2005,https://images.gr-assets.com/books/1443904172m/24770.jpg
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.31,365954,2011,https://images.gr-assets.com/books/1327885335m/10664113.jpg
33,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,4.47,389054,1955,https://images.gr-assets.com/books/1411114164m/33.jpg
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,3.96,379872,2012,https://images.gr-assets.com/books/1453189881m/12262741.jpg
472331,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",4.35,398018,1987,https://images.gr-assets.com/books/1442239711m/472331.jpg
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.55,400101,2007,https://images.gr-assets.com/books/1472068073m/186074.jpg
3228917,Outliers: The Story of Success,Malcolm Gladwell,4.11,353011,2008,https://images.gr-assets.com/books/1344266315m/3228917.jpg
153747,"Moby-Dick or, The Whale","Herman Melville, Andrew Delbanco, Tom Quirk",3.46,358050,1851,https://images.gr-assets.com/books/1327940656m/153747.jpg
2728527,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",4.12,393626,2008,https://images.gr-assets.com/books/1351979318m/2728527.jpg
5759,Fight Club,Chuck Palahniuk,4.2,365349,1996,https://images.gr-assets.com/books/1357128997m/5759.jpg
301082,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,3.96,420764,2001,https://images.gr-assets.com/books/1468560853m/301082.jpg
11486,The Color Purple,Alice Walker,4.17,376766,1982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.12,367304,2005,https://images.gr-assets.com/books/1308858322m/12691.jpg
