Book_ID,Title,Author,Rating,Ratings_Count,Year,Image_URL,Genre
4134071,"Hunted (House of Night, #5)","P.C. Cast, Kristin Cast",3.93,138103,2009,https://images.gr-assets.com/books/1438042897m/4134071.jpg,Young Adult
6917952,"Burned (House of Night, #7)","P.C. Cast, Kristin Cast",3.98,120763,2010,https://images.gr-assets.com/books/1327944437m/6917952.jpg,Horror
5659,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",3.98,124612,1908,https://images.gr-assets.com/books/1423183570m/5659.jpg,Classics
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,4.15,109236,2008,https://images.gr-assets.com/books/1327881551m/3227063.jpg,Fantasy
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.77,73572,2014,https://images.gr-assets.com/books/1391535251m/17332218.jpg,Fantasy
7091488,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,3.88,127379,2010,https://images.gr-assets.com/books/1290479828m/7091488.jpg,Horror
2800905,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.03,132285,2008,https://images.gr-assets.com/books/1478986944m/2800905.jpg,Young Adult
53835,The Age of Innocence,"Edith Wharton, Maureen Howard",3.93,102646,1920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
6137154,"Fire (Graceling Realm, #2)",Kristin Cashore,4.12,98180,2009,https://images.gr-assets.com/books/1331535456m/6137154.jpg,Fantasy
43035,White Fang,Jack London,3.94,100223,1906,https://images.gr-assets.com/books/1475878443m/43035.jpg,Classics
13089710,"The Kill Order (Maze Runner, #0.5)",James Dashner,3.69,96568,2012,https://images.gr-assets.com/books/1330636153m/13089710.jpg,Young Adult
71811,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,4.18,129150,2006,https://images.gr-assets.com/books/1272070347m/71811.jpg,Fantasy
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.05,96981,1994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
35231,"Lord of Chaos (Wheel of Time, #6)",Robert Jordan,4.1,91046,1994,https://images.gr-assets.com/books/1480096417m/35231.jpg,Fantasy
16331,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,4.03,93963,1930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
5890,The Woman in White,"Wilkie Collins, Matthew Sweet",3.98,93134,1859,https://images.gr-assets.com/books/1295661017m/5890.jpg,Classics
59716,To the Lighthouse,Virginia Woolf,3.76,83066,1927,https://images.gr-assets.com/books/1346239665m/59716.jpg,Classics
34507,"Equal Rites (Discworld, #3; Witches #1)",Terry Pratchett,4.0,88673,1987,https://images.gr-assets.com/books/1407706800m/34507.jpg,Fantasy
17150,My Ántonia,Willa Cather,3.76,81102,1918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
46306,The Complete Fairy Tales,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",4.28,90999,1835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
77392,"Anne of the Island (Anne of Green Gables, #3)",L.M. Montgomery,4.21,97049,1915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
6969361,2 States: The Story of My Marriage,Chetan Bhagat,3.42,67866,2009,https://images.gr-assets.com/books/1255292027m/6969361.jpg,Romance
227865,"The Eternity Code (Artemis Fowl, #3)",Eoin Colfer,4.04,94437,2003,https://images.gr-assets.com/books/1327945417m/227865.jpg,Fantasy
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,80366,1966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
10803121,"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,4.2,72185,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
77390,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.21,99918,1909,https://images.gr-assets.com/books/1305545757m/77390.jpg,Classics
152380,"Mary Poppins (Mary Poppins, #1)","P.L. Travers, Mary Shepard",4.05,82706,1934,https://images.gr-assets.com/books/1327947805m/152380.jpg,Classics
1421990,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.18,106608,2007,https://images.gr-assets.com/books/1373855613m/1421990.jpg,Horror
112,Children of Dune (Dune Chronicles #3),Frank Herbert,3.9,74133,1976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
3428935,"The Warded Man (Demon Cycle, #1)",Peter V. Brett,4.27,64416,2008,https://images.gr-assets.com/books/1354571949m/3428935.jpg,Fantasy
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,4.41,75133,2006,https://images.gr-assets.com/books/1345667469m/91474.jpg,Fantasy
18498569,The Miniaturist,Jessie Burton,3.58,56344,2014,https://images.gr-assets.com/books/1392415313m/18498569.jpg,Historical
144349,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,4.28,74156,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
7996,"Redwall (Redwall, #1)",Brian Jacques,4.11,73918,1986,https://images.gr-assets.com/books/1327877368m/7996.jpg,Fantasy
85990,"Princess Academy (Princess Academy, #1)",Shannon Hale,4.01,82470,2005,https://images.gr-assets.com/books/1349410861m/85990.jpg,Fantasy
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,4.1,59650,2013,https://images.gr-assets.com/books/1349205573m/15819028.jpg,Fantasy
31242,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",4.0,67433,1853,https://images.gr-assets.com/books/1280113147m/31242.jpg,Classics
35220,The Red Badge of Courage,Stephen Crane,3.21,68448,1871,https://images.gr-assets.com/books/1327936136m/35220.jpg,Classics
31336,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,3.7,67267,1992,https://images.gr-assets.com/books/1361577271m/31336.jpg,Horror
13362536,"Opal (Lux, #3)",Jennifer L. Armentrout,4.34,92014,2012,https://images.gr-assets.com/books/1348200300m/13362536.jpg,Young Adult
5246,Ethan Frome,Edith Wharton,3.35,72421,1911,https://images.gr-assets.com/books/1389822254m/5246.jpg,Classics
3213286,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",3.84,57632,2008,https://images.gr-assets.com/books/1489409554m/3213286.jpg,Romance
10305231,"The Next Always (Inn BoonsBoro, #1)","Nora Roberts, MacLeod Andrews",4.11,54777,2011,https://images.gr-assets.com/books/1491591796m/10305231.jpg,Romance
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,3.76,50112,1889,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,4.07,61457,1970,https://images.gr-assets.com/books/1417900879m/13662.jpg,Fantasy
31338,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,3.73,62641,1995,https://images.gr-assets.com/books/1301778006m/31338.jpg,Horror
32067,Lady Chatterley's Lover,"D.H. Lawrence, Doris Lessing, Chester Brown",3.49,46541,1928,https://images.gr-assets.com/books/1425007748m/32067.jpg,Classics
41684,The Jungle Books,"Rudyard Kipling, Alev Lytle Croutier",4.0,68750,1895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
22544764,Uprooted,Naomi Novik,4.13,61454,2015,https://images.gr-assets.com/books/1480121122m/22544764.jpg,Fantasy
23174274,"Glass Sword (Red Queen, #2)",Victoria Aveyard,3.95,78405,2016,https://images.gr-assets.com/books/1436460934m/23174274.jpg,Fantasy
131359,"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,4.06,64949,1937,https://images.gr-assets.com/books/1486837149m/131359.jpg,Mystery
2179276,"The Time Paradox (Artemis Fowl, #6)",Eoin Colfer,4.07,61987,2008,https://images.gr-assets.com/books/1395218526m/2179276.jpg,Fantasy
264,The Portrait of a Lady,"Henry James, Patricia Crick",3.76,55019,1881,https://images.gr-assets.com/books/1502148606m/264.jpg,Classics
395871,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",L.J. Smith,3.67,68651,2007,https://images.gr-assets.com/books/1393837129m/395871.jpg,Horror
201341,"Mossflower (Redwall, #2)",Brian Jacques,4.09,56860,1988,https://images.gr-assets.com/books/1281811805m/201341.jpg,Fantasy
13055592,Redshirts,John Scalzi,3.84,53746,2012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
2168860,"One Foot in the Grave (Night Huntress, #2)",Jeaniene Frost,4.31,76368,2008,https://images.gr-assets.com/books/1373857981m/2168860.jpg,Horror
5047880,"Hunger (Gone, #2)",Michael  Grant,4.02,60519,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
17306293,"Shift (Silo, #2)",Hugh Howey,4.12,46518,2013,https://images.gr-assets.com/books/1379003176m/17306293.jpg,Science Fiction
13835,"In the Hand of the Goddess (Song of the Lioness, #2)",Tamora Pierce,4.25,66382,1984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
13837,"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce,4.28,65027,1988,https://images.gr-assets.com/books/1390366673m/13837.jpg,Fantasy
17855756,"Dust (Silo, #3)",Hugh Howey,4.26,33132,2013,https://images.gr-assets.com/books/1369522849m/17855756.jpg,Science Fiction
6048530,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,3.98,65904,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery
19581,Ghost Story,Peter Straub,3.95,53017,1979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
17568801,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,3.82,41094,2013,https://images.gr-assets.com/books/1367929567m/17568801.jpg,Historical
113304,The Thief Lord,Cornelia Funke,3.95,60780,2000,https://images.gr-assets.com/books/1327960342m/113304.jpg,Fantasy
14996,"Brother Odd (Odd Thomas, #3)",Dean Koontz,3.98,48400,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
40493,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,3.98,52572,1982,https://images.gr-assets.com/books/1324059760m/40493.jpg,Historical
1540,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)","Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",3.96,42175,-401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
45162,Fingersmith,Sarah Waters,4.02,41761,2002,https://images.gr-assets.com/books/1327879025m/45162.jpg,Historical
43944,Suite Française,"Irène Némirovsky, Sandra Smith",3.82,40259,2004,https://images.gr-assets.com/books/1320445773m/43944.jpg,Historical
34499,"Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett,3.87,50746,1988,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
22055262,"A Darker Shade of Magic (Shades of Magic, #1)","V.E. Schwab, Victoria Schwab",4.07,61419,2015,https://images.gr-assets.com/books/1400322851m/22055262.jpg,Fantasy
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,4.12,46878,2010,https://images.gr-assets.com/books/1320460606m/6693332.jpg,Fantasy
11966216,"Torn (Trylle, #2)",Amanda Hocking,4.04,29554,2010,https://images.gr-assets.com/books/1397954544m/11966216.jpg,Fantasy
19117,Fathers and Sons,"Ivan Turgenev, George Reavy, Jane Costlow",3.94,41870,1862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
1375,The Iliad/The Odyssey,"Homer, Robert Fagles, Bernard Knox",4.03,47825,-762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
286957,The Yellow Wall-Paper,"Charlotte Perkins Gilman, Elaine Hedges",4.11,44677,1892,https://images.gr-assets.com/books/1351778524m/286957.jpg,Classics
50798,Jude the Obscure,Thomas Hardy,3.8,44873,1895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
22188,"Gossip Girl (Gossip Girl, #1)",Cecily von Ziegesar,3.51,49670,2002,https://images.gr-assets.com/books/1398814332m/22188.jpg,Young Adult
28815474,The Couple Next Door,Shari Lapena,3.74,63237,2016,https://images.gr-assets.com/books/1471502242m/28815474.jpg,Mystery
68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)","Margaret Weis, Tracy Hickman",4.12,39928,1985,https://images.gr-assets.com/books/1312062224m/68378.jpg,Fantasy
40445,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,4.1,41505,2002,https://images.gr-assets.com/books/1387128955m/40445.jpg,Science Fiction
6686092,"Lies (Gone, #3)",Michael  Grant,4.09,48506,2010,https://images.gr-assets.com/books/1257814886m/6686092.jpg,Young Adult
16640,The Sorrows of Young Werther,"Johann Wolfgang von Goethe, Burton Pike",3.63,37293,1774,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
232145,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell,4.05,43531,1997,https://images.gr-assets.com/books/1383293921m/232145.jpg,Mystery
30241,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,4.1,56782,1996,https://images.gr-assets.com/books/1304126691m/30241.jpg,Fantasy
10979,Light in August,William Faulkner,3.93,42101,1932,https://images.gr-assets.com/books/1355360091m/10979.jpg,Classics
15724654,"The Mighty Storm (The Storm, #1)",Samantha Towle,4.19,61203,2012,https://images.gr-assets.com/books/1345793260m/15724654.jpg,Romance
542414,"Scorpia (Alex Rider, #5)",Anthony Horowitz,4.16,44197,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
49824,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,3.88,44834,1985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical
73968,"Love Story (Love Story, #1)",Erich Segal,3.6,41177,1970,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
